Prepared 2024-01-16 21:28
Chromosome	Arm	Band	Abnormality	 
14	q	32	t(6;14)(p21;q32)	 Splenic marginal zone B-cell lymphoma
6	p	21	t(6;14)(p21;q32)	 Diffuse large B-cell lymphoma
14	q	32	t(6;14)(p21;q32)	 Diffuse large B-cell lymphoma
6	p	21	t(6;14)(p21;q32)	 Burkitt lymphoma/leukemia
14	q	32	t(6;14)(p21;q32)	 Burkitt lymphoma/leukemia
6	p	22	t(6;14)(p22;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	32	t(6;14)(p22;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
6	p	25	t(6;14)(p25;q11)	 Peripheral T-cell lymphoma, unspecified
14	q	11	t(6;14)(p25;q11)	 Peripheral T-cell lymphoma, unspecified
6	q	13	t(6;14)(q13;q12)	 Subungual exostosis
14	q	12	t(6;14)(q13;q12)	 Subungual exostosis
6	q	13	t(6;14)(q13;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	32	t(6;14)(q13;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
6	q	15	t(6;14)(q15;q32)	 Diffuse large B-cell lymphoma
14	q	32	t(6;14)(q15;q32)	 Diffuse large B-cell lymphoma
6	q	21	t(6;14)(q21;q24)	 Adenocarcinoma
14	q	24	t(6;14)(q21;q24)	 Adenocarcinoma
6	q	21	t(6;14)(q21;q32)	 Diffuse large B-cell lymphoma
14	q	32	t(6;14)(q21;q32)	 Diffuse large B-cell lymphoma
6	q	25	t(6;14)(q25;q32)	 Bilineage or biphenotypic leukemia
14	q	32	t(6;14)(q25;q32)	 Bilineage or biphenotypic leukemia
6	p	21	t(6;15)(p21;q21)	 Oncocytoma
15	q	21	t(6;15)(p21;q21)	 Oncocytoma
6	p	21	t(6;17)(p21;p13)	 Aneurysmal bone cyst
17	p	13	t(6;17)(p21;p13)	 Aneurysmal bone cyst
6	p	21	t(6;19)(p21;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
19	q	13	t(6;19)(p21;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
6	p	22	t(6;19)(p22;q13)	 Chronic myeloid leukemia, t(9;22)
19	q	13	t(6;19)(p22;q13)	 Chronic myeloid leukemia, t(9;22)
6	p	25	t(6;19)(p25;q12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
19	q	12	t(6;19)(p25;q12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
6	p	22	t(6;19;11)(p22;p13;q23)	 Acute monoblastic leukemia (FAB type M5)
19	p	13	t(6;19;11)(p22;p13;q23)	 Acute monoblastic leukemia (FAB type M5)
11	q	23	t(6;19;11)(p22;p13;q23)	 Acute monoblastic leukemia (FAB type M5)
7	p	15	t(7;7)(p15;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	34	t(7;7)(p15;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	22	t(7;7)(p22;q22)	 Chronic myeloid leukemia, aberrant translocation
7	q	22	t(7;7)(p22;q22)	 Chronic myeloid leukemia, aberrant translocation
7	p	22	t(7;8)(p22;q11)	 Lipoblastoma
8	q	11	t(7;8)(p22;q11)	 Lipoblastoma
7	q	22	t(7;8)(q22;q13)	 Chronic myeloid leukemia, t(9;22)
8	q	13	t(7;8)(q22;q13)	 Chronic myeloid leukemia, t(9;22)
7	p	11	t(7;9)(p11;q12)	 Adenocarcinoma
9	q	12	t(7;9)(p11;q12)	 Adenocarcinoma
7	q	11	t(7;9)(q11;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	13	t(7;9)(q11;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	34	t(7;9)(q34;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	32	t(7;9)(q34;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	34	t(7;9)(q34;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	t(7;9)(q34;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	13	t(7;9;22)(p13;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(p13;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(p13;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	p	15	t(7;9;22)(p15;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(p15;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(p15;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	p	22	t(7;9;22)(p22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(p22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(p22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	11	t(7;9;22)(q11;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(q11;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(q11;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	11	t(7;9;22)(q11;q34;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	t(7;9;22)(q11;q34;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
22	q	11	t(7;9;22)(q11;q34;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	22	t(7;9;22)(q22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(q22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(q22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	31	t(7;9;22)(q31;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(q31;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(q31;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	32	t(7;9;22)(q32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(q32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(q32;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	35	t(7;9;22)(q35;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(q35;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(q35;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	36	t(7;9;22)(q36;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(7;9;22)(q36;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;9;22)(q36;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	22	t(7;10)(q22;q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	24	t(7;10)(q22;q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	34	t(7;10)(q34;q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	24	t(7;10)(q34;q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	35	t(7;10)(q35;q21)	 Adenocarcinoma
10	q	21	t(7;10)(q35;q21)	 Adenocarcinoma
7	p	13	t(7;11)(p13;q23)	 Diffuse large B-cell lymphoma
11	q	23	t(7;11)(p13;q23)	 Diffuse large B-cell lymphoma
7	p	15	t(7;11)(p15;p15)	 Acute myeloid leukemia, NOS
11	p	15	t(7;11)(p15;p15)	 Acute myeloid leukemia, NOS
7	p	15	t(7;11)(p15;p15)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	p	15	t(7;11)(p15;p15)	 Acute myeloblastic leukemia with maturation (FAB type M2)
7	p	15	t(7;11)(p15;p15)	 Acute myelomonocytic leukemia (FAB type M4)
11	p	15	t(7;11)(p15;p15)	 Acute myelomonocytic leukemia (FAB type M4)
7	p	15	t(7;11)(p15;p15)	 Acute monoblastic leukemia with differentiation (FAB type M5b)
11	p	15	t(7;11)(p15;p15)	 Acute monoblastic leukemia with differentiation (FAB type M5b)
7	p	15	t(7;11)(p15;p15)	 Chronic myeloid leukemia, t(9;22)
11	p	15	t(7;11)(p15;p15)	 Chronic myeloid leukemia, t(9;22)
7	p	15	t(7;11)(p15;p15)	 Chronic myelomonocytic leukemia
11	p	15	t(7;11)(p15;p15)	 Chronic myelomonocytic leukemia
7	p	15	t(7;11)(p15;p15)	 Chronic myeloproliferative disorder, NOS
11	p	15	t(7;11)(p15;p15)	 Chronic myeloproliferative disorder, NOS
7	p	15	t(7;11)(p15;q13)	 Follicular lymphoma
11	q	13	t(7;11)(p15;q13)	 Follicular lymphoma
7	q	11	t(7;11)(q11;p15)	 Acute erythroleukemia (FAB type M6)
11	p	15	t(7;11)(q11;p15)	 Acute erythroleukemia (FAB type M6)
7	q	11	t(7;11)(q11;q13)	 Oncocytoma
11	q	13	t(7;11)(q11;q13)	 Oncocytoma
7	q	11	t(7;11)(q11;q23)	 Multiple myeloma
11	q	23	t(7;11)(q11;q23)	 Multiple myeloma
7	q	22	t(7;11)(q22;q13)	 Acute myeloid leukemia, NOS
11	q	13	t(7;11)(q22;q13)	 Acute myeloid leukemia, NOS
7	q	34	t(7;11)(q34;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	13	t(7;11)(q34;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	34	t(7;11)(q34;p15)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	15	t(7;11)(q34;p15)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	35	t(7;11)(q35;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	p	13	t(7;11)(q35;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	12	t(7;12)(p12;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(7;12)(p12;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	12	t(7;12)(p12;q24)	 Acute megakaryoblastic leukemia (FAB type M7)
12	q	24	t(7;12)(p12;q24)	 Acute megakaryoblastic leukemia (FAB type M7)
7	p	13	t(7;12)(p13;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(7;12)(p13;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	15	t(7;12)(p15;p13)	 Acute myeloid leukemia, NOS
12	p	13	t(7;12)(p15;p13)	 Acute myeloid leukemia, NOS
7	p	22	t(7;12)(p22;q13)	 Pericytoma
12	q	13	t(7;12)(p22;q13)	 Pericytoma
7	q	11	t(7;12)(q11;p13)	 Acute myeloblastic leukemia with maturation (FAB type M2)
12	p	13	t(7;12)(q11;p13)	 Acute myeloblastic leukemia with maturation (FAB type M2)
7	q	22	t(7;12)(q22;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(7;12)(q22;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	35	t(7;12)(q35;p12)	 Acute monoblastic leukemia (FAB type M5)
12	p	12	t(7;12)(q35;p12)	 Acute monoblastic leukemia (FAB type M5)
7	q	36	t(7;12)(q36;p13)	 Acute myeloid leukemia, NOS
12	p	13	t(7;12)(q36;p13)	 Acute myeloid leukemia, NOS
7	q	36	t(7;12)(q36;p13)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
12	p	13	t(7;12)(q36;p13)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
7	q	36	t(7;12)(q36;p13)	 Acute myeloblastic leukemia without maturation (FAB type M1)
12	p	13	t(7;12)(q36;p13)	 Acute myeloblastic leukemia without maturation (FAB type M1)
7	q	36	t(7;12)(q36;p13)	 Acute myeloblastic leukemia with maturation (FAB type M2)
12	p	13	t(7;12)(q36;p13)	 Acute myeloblastic leukemia with maturation (FAB type M2)
7	q	36	t(7;12)(q36;p13)	 Acute myelomonocytic leukemia (FAB type M4)
12	p	13	t(7;12)(q36;p13)	 Acute myelomonocytic leukemia (FAB type M4)
7	q	36	t(7;12)(q36;p13)	 Acute monoblastic leukemia (FAB type M5)
12	p	13	t(7;12)(q36;p13)	 Acute monoblastic leukemia (FAB type M5)
7	q	36	t(7;12)(q36;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(7;12)(q36;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	22	t(7;13)(p22;q14)	 Chronic lymphocytic leukemia
13	q	14	t(7;13)(p22;q14)	 Chronic lymphocytic leukemia
7	q	21	t(7;13)(q21;q12)	 Acute myeloid leukemia, NOS
13	q	12	t(7;13)(q21;q12)	 Acute myeloid leukemia, NOS
7	p	13	t(7;14)(p13;q11)	 Angioimmunoblastic T-cell lymphoma
14	q	11	t(7;14)(p13;q11)	 Angioimmunoblastic T-cell lymphoma
7	p	13	t(7;14)(p13;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	32	t(7;14)(p13;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	15	t(7;14)(p15;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	11	t(7;14)(p15;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	15	t(7;14)(p15;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	32	t(7;14)(p15;q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	22	t(7;14)(p22;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	11	t(7;14)(p22;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	21	t(7;14)(q21;q32)	 Acute myeloid leukemia, NOS
14	q	32	t(7;14)(q21;q32)	 Acute myeloid leukemia, NOS
7	q	21	t(7;14)(q21;q32)	 Chronic lymphocytic leukemia
14	q	32	t(7;14)(q21;q32)	 Chronic lymphocytic leukemia
7	q	22	t(7;14)(q22;q32)	 Multiple myeloma
14	q	32	t(7;14)(q22;q32)	 Multiple myeloma
7	q	34	t(7;14)(q34;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	11	t(7;14)(q34;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	35	t(7;14)(q35;q11)	 Angioimmunoblastic T-cell lymphoma
14	q	11	t(7;14)(q35;q11)	 Angioimmunoblastic T-cell lymphoma
7	q	35	t(7;14)(q35;q32)	 Hepatosplenic T-cell lymphoma
14	q	32	t(7;14)(q35;q32)	 Hepatosplenic T-cell lymphoma
7	q	36	t(7;14)(q36;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	11	t(7;14)(q36;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	22	t(7;15)(q22;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
15	q	13	t(7;15)(q22;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	33	t(7;16)(q33;p11)	 Low-grade fibromyxoid sarcoma
16	p	11	t(7;16)(q33;p11)	 Low-grade fibromyxoid sarcoma
7	q	34	t(7;16)(q34;p11)	 Low-grade fibromyxoid sarcoma
16	p	11	t(7;16)(q34;p11)	 Low-grade fibromyxoid sarcoma
7	p	15	t(7;17)(p15;q11)	 Endometrial stromal sarcoma
17	q	11	t(7;17)(p15;q11)	 Endometrial stromal sarcoma
7	p	15	t(7;17)(p15;q21)	 Endometrial stromal sarcoma
17	q	21	t(7;17)(p15;q21)	 Endometrial stromal sarcoma
7	q	11	t(7;17)(q11;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
17	q	11	t(7;17)(q11;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	21	t(7;19)(q21;p13)	 Chronic myeloid leukemia, aberrant translocation
19	p	13	t(7;19)(q21;p13)	 Chronic myeloid leukemia, aberrant translocation
7	p	22	t(7;21)(p22;q22)	 Acute myeloid leukemia, NOS
21	q	22	t(7;21)(p22;q22)	 Acute myeloid leukemia, NOS
7	p	22	t(7;21)(p22;q22)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
21	q	22	t(7;21)(p22;q22)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
7	p	22	t(7;21)(p22;q22)	 Acute myelomonocytic leukemia (FAB type M4)
21	q	22	t(7;21)(p22;q22)	 Acute myelomonocytic leukemia (FAB type M4)
7	p	22	t(7;22)(p22;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;22)(p22;q11)	 Chronic myeloid leukemia, aberrant translocation
7	p	22	t(7;22)(p22;q12)	 Ewing sarcoma
22	q	12	t(7;22)(p22;q12)	 Ewing sarcoma
7	q	22	t(7;22)(q22;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;22)(q22;q11)	 Chronic myeloid leukemia, aberrant translocation
7	q	36	t(7;22)(q36;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(7;22)(q36;q11)	 Chronic myeloid leukemia, aberrant translocation
8	p	12	t(8;8)(p12;q11)	 T-prolymphocytic leukemia
8	q	11	t(8;8)(p12;q11)	 T-prolymphocytic leukemia
8	p	11	t(8;9)(p11;q33)	 Chronic myeloproliferative disorder, NOS
9	q	33	t(8;9)(p11;q33)	 Chronic myeloproliferative disorder, NOS
8	p	11	t(8;9)(p11;q34)	 Acute myelomonocytic leukemia (FAB type M4)
9	q	34	t(8;9)(p11;q34)	 Acute myelomonocytic leukemia (FAB type M4)
8	p	11	t(8;9)(p11;q34)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(8;9)(p11;q34)	 Chronic myeloid leukemia, aberrant translocation
8	p	11	t(8;9)(p11;q34)	 Chronic myeloproliferative disorder, NOS
9	q	34	t(8;9)(p11;q34)	 Chronic myeloproliferative disorder, NOS
8	p	21	t(8;9)(p21;p24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	24	t(8;9)(p21;p24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	p	22	t(8;9)(p22;p23)	 Chronic eosinophilic leukemia/hypereosinophilic syndrome
9	p	23	t(8;9)(p22;p23)	 Chronic eosinophilic leukemia/hypereosinophilic syndrome
8	p	22	t(8;9)(p22;p24)	 Acute myeloblastic leukemia with maturation (FAB type M2)
9	p	24	t(8;9)(p22;p24)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	p	22	t(8;9)(p22;p24)	 Myelodysplastic/myeloproliferative disease, NOS
9	p	24	t(8;9)(p22;p24)	 Myelodysplastic/myeloproliferative disease, NOS
8	p	22	t(8;9)(p22;p24)	 Atypical chronic myeloid leukemia
9	p	24	t(8;9)(p22;p24)	 Atypical chronic myeloid leukemia
8	p	22	t(8;9)(p22;p24)	 Chronic myeloproliferative disorder, NOS
9	p	24	t(8;9)(p22;p24)	 Chronic myeloproliferative disorder, NOS
8	p	22	t(8;9)(p22;p24)	 Chronic eosinophilic leukemia/hypereosinophilic syndrome
9	p	24	t(8;9)(p22;p24)	 Chronic eosinophilic leukemia/hypereosinophilic syndrome
8	p	22	t(8;9)(p22;p24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	24	t(8;9)(p22;p24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	12	t(8;9)(q12;p22)	 Adenoma
9	p	22	t(8;9)(q12;p22)	 Adenoma
8	q	12	t(8;9)(q12;p23)	 Adenoma
9	p	23	t(8;9)(q12;p23)	 Adenoma
8	q	12	t(8;9)(q12;p24)	 Adenoma
9	p	24	t(8;9)(q12;p24)	 Adenoma
8	q	22	t(8;9)(q22;p22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	22	t(8;9)(q22;p22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	22	t(8;9)(q22;q34)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(8;9)(q22;q34)	 Chronic myeloid leukemia, aberrant translocation
8	q	24	t(8;9)(q24;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	13	t(8;9)(q24;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	24	t(8;9)(q24;p13)	 Mature B-cell neoplasm, NOS
9	p	13	t(8;9)(q24;p13)	 Mature B-cell neoplasm, NOS
8	q	24	t(8;9)(q24;p13)	 Diffuse large B-cell lymphoma
9	p	13	t(8;9)(q24;p13)	 Diffuse large B-cell lymphoma
8	q	24	t(8;9)(q24;p13)	 Burkitt lymphoma/leukemia
9	p	13	t(8;9)(q24;p13)	 Burkitt lymphoma/leukemia
8	q	24	t(8;9)(q24;p22)	 Chronic myeloid leukemia, aberrant translocation
9	p	22	t(8;9)(q24;p22)	 Chronic myeloid leukemia, aberrant translocation
8	q	24	t(8;9)(q24;q13)	 Mantle cell lymphoma
9	q	13	t(8;9)(q24;q13)	 Mantle cell lymphoma
8	q	24	t(8;9)(q24;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	34	t(8;9)(q24;q34)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	p	11	t(8;9;22)(p11;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(8;9;22)(p11;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(8;9;22)(p11;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
8	p	23	t(8;9;22)(p23;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(8;9;22)(p23;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(8;9;22)(p23;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
8	q	21	t(8;9;22)(q21;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(8;9;22)(q21;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(8;9;22)(q21;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
8	q	22	t(8;9;22)(q22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(8;9;22)(q22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(8;9;22)(q22;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
8	q	24	t(8;9;22)(q24;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
9	q	34	t(8;9;22)(q24;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
22	q	11	t(8;9;22)(q24;q34;q11)	 Chronic myeloid leukemia, aberrant translocation
8	q	12	t(8;10)(q12;q22)	 Adenoma
10	q	22	t(8;10)(q12;q22)	 Adenoma
8	q	24	t(8;10)(q24;q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	22	t(8;10)(q24;q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	22	t(8;10;21)(q22;q24;q22)	 Acute myeloid leukemia, NOS
10	q	24	t(8;10;21)(q22;q24;q22)	 Acute myeloid leukemia, NOS
21	q	22	t(8;10;21)(q22;q24;q22)	 Acute myeloid leukemia, NOS
8	p	11	t(8;11)(p11;p15)	 Acute myeloid leukemia, NOS
11	p	15	t(8;11)(p11;p15)	 Acute myeloid leukemia, NOS
8	q	24	t(8;11)(q24;q13)	 Mantle cell lymphoma
11	q	13	t(8;11)(q24;q13)	 Mantle cell lymphoma
8	q	22	t(8;11;21)(q22;p15;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	p	15	t(8;11;21)(q22;p15;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
21	q	22	t(8;11;21)(q22;p15;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	q	22	t(8;11;21)(q22;q13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	13	t(8;11;21)(q22;q13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
21	q	22	t(8;11;21)(q22;q13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	p	11	t(8;12)(p11;q15)	 Chronic myeloproliferative disorder, NOS
12	q	15	t(8;12)(p11;q15)	 Chronic myeloproliferative disorder, NOS
8	p	21	t(8;12)(p21;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	q	13	t(8;12)(p21;q13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	p	22	t(8;12)(p22;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(8;12)(p22;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	11	t(8;12)(q11;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(8;12)(q11;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	12	t(8;12)(q12;p12)	 Acute myeloblastic leukemia with maturation (FAB type M2)
12	p	12	t(8;12)(q12;p12)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	q	12	t(8;12)(q12;p13)	 Adenoma
12	p	13	t(8;12)(q12;p13)	 Adenoma
8	q	13	t(8;12)(q13;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(8;12)(q13;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	22	t(8;12)(q22;p11)	 Acute myeloid leukemia, NOS
12	p	11	t(8;12)(q22;p11)	 Acute myeloid leukemia, NOS
8	q	24	t(8;12)(q24;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	13	t(8;12)(q24;p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	24	t(8;12)(q24;q24)	 Acute erythroleukemia (FAB type M6)
12	q	24	t(8;12)(q24;q24)	 Acute erythroleukemia (FAB type M6)
8	q	22	t(8;12;21)(q22;p13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
12	p	13	t(8;12;21)(q22;p13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
21	q	22	t(8;12;21)(q22;p13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	q	22	t(8;12;21)(q22;q13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
12	q	13	t(8;12;21)(q22;q13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
21	q	22	t(8;12;21)(q22;q13;q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
8	p	11	t(8;13)(p11;q11)	 Chronic myeloproliferative disorder, NOS
13	q	11	t(8;13)(p11;q11)	 Chronic myeloproliferative disorder, NOS
8	p	11	t(8;13)(p11;q12)	 Bilineage or biphenotypic leukemia
13	q	12	t(8;13)(p11;q12)	 Bilineage or biphenotypic leukemia
8	p	11	t(8;13)(p11;q12)	 Acute myeloid leukemia, NOS
13	q	12	t(8;13)(p11;q12)	 Acute myeloid leukemia, NOS
8	p	11	t(8;13)(p11;q12)	 Chronic myeloproliferative disorder, NOS
13	q	12	t(8;13)(p11;q12)	 Chronic myeloproliferative disorder, NOS
8	p	11	t(8;13)(p11;q12)	 Chronic myeloproliferative disorder, special type
13	q	12	t(8;13)(p11;q12)	 Chronic myeloproliferative disorder, special type
8	p	11	t(8;13)(p11;q12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
13	q	12	t(8;13)(p11;q12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	p	11	t(8;13)(p11;q12)	 Mastocytosis
13	q	12	t(8;13)(p11;q12)	 Mastocytosis
8	p	12	t(8;13)(p12;q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
